BOARD_NAME,BOARD_UNITS,BOARD_EXTENTS_X1,BOARD_EXTENTS_Y1,BOARD_EXTENTS_X2,BOARD_EXTENTS_Y2,BOARD_THICKNESS,
E:/candence/board_design/cds_routed.brd,mils,-5000.00,-5000.00,12000.00,6000.00,28.800000 mil,
